"0202060349 DOSAGEM DE TESTOSTERONA";3;-;3
"0202060357 DOSAGEM DE TESTOSTERONA LIVRE";2;-;2
"0202060365 DOSAGEM DE TIREOGLOBULINA";25;14;39
"0202060373 DOSAGEM DE TIROXINA (T4)";494;543;1037
"0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE)";1003;245;1248
"0202060390 DOSAGEM DE TRIIODOTIRONINA (T3)";507;70;577
"0202070085 DOSAGEM DE ALUMINIO";253;692;945
"0202080013 ANTIBIOGRAMA";5;38;43
"0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA";1;-;1
"0202080030 TESTE DE SENSIBILIDADE EM MEIO SOLIDO PARA OS FARMACOS CONTRA MICOBACTERIAS";2;3;5
"0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA)";1063;457;1520
"0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE)";211;88;299
"0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO";13;2;15
"0202080110 CULTURA SOLIDA PARA MICOBACTERIAS";272;201;473
"0202080129 CULTURA PARA BACTERIAS ANAEROBICAS";1;-;1
"0202080137 CULTURA PARA IDENTIFICACAO MORFOLOGICA DE FUNGOS";582;355;937
"0202080153 HEMOCULTURA";443;29;472
"0202090183 EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS";5;2;7
"0202090302 PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE";-;1;1
"0202090361 TESTE MOLECULAR PARA A DETECCAO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS";171;24;195
"0202100030 DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)";22;15;37
"0202100227 REAVALIACAO DIAGNOSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TECNICA MOLECULAR";4;5;9
"0202100235 PESQUISA DE MUTACAO DO GENE DA PROTROMBINA";-;1;1
"0202110044 DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO)";3;2;5
"0202110060 DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZI";7590;2281;9871
"0202110079 DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO)";7557;2264;9821
"0202110087 DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO)";49;10;59
"0202110095 DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)";7549;2259;9808
"0202110109 DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO";7536;2256;9792
"0202110141 DOSAGEM DE CLORETO NO SUOR";1;-;1
"0202110150 PESQUISA DE IGM ANTI-TOXOPLASMA GONDII EM SANGUE SECO (COMPONENTE DO TESTE DO PEZINHO)";-;1;1
"0202120023 DETERMINACAO DIRETA E REVERSA DE GRUPO ABO";-;1;1
"0202120082 PESQUISA DE FATOR RH (INCLUI D FRACO)";11;162;173
"0203010019 EXAME CITOPATOLOGICO CERVICO-VAGINAL/MICROFLORA";4230;1905;6135
"0203010027 EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)";2;-;2
"0203010035 EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA)";67;35;102
"0203010043 EXAME CITOPATOLOGICO DE MAMA";1;-;1
"0203010078 CONTROLE DE QUALIDADE DO EXAME CITOPATOLOGICO CERVICO VAGINAL";726;488;1214
"0203010086 EXAME CITOPATOLOGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO";21025;9093;30118
"0203020022 EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA";32;4;36
"0203020030 EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL";39375;11735;51110
"0203020049 IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR)";6081;2681;8762
"0203020065 EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA";594;233;827
"0203020073 EXAME ANATOMOPATOLOGICO DE MAMA - PECA CIRURGICA";22;6;28
"0203020081 EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA";345;131;476
"0204010071 RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ)";2;1;3
"0204010080 RADIOGRAFIA DE CRANIO (PA + LATERAL)";3;-;3
"0204010128 RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)";2;-;2
"0204010144 RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)";-;1;1
"0204010179 RADIOGRAFIA PANORAMICA";1;1;2
"0204010225 RADIOGRAFIA PERIAPICAL";8482;3708;12190
"0204020034 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)";2;-;2
"0204020042 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)";3;-;3
"0204020069 RADIOGRAFIA DE COLUNA LOMBO-SACRA";2;1;3
"0204020077 RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)";1;-;1
"0204030030 MAMOGRAFIA";1362;618;1980
"0204030072 RADIOGRAFIA DE COSTELAS (POR HEMITORAX)";2;2;4
"0204030080 RADIOGRAFIA DE ESOFAGO";2;-;2
"0204030145 RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)";1;1;2
"0204030153 RADIOGRAFIA DE TORAX (PA E PERFIL)";260;71;331
"0204030170 RADIOGRAFIA DE TORAX (PA)";15;6;21
"0204030188 MAMOGRAFIA BILATERAL PARA RASTREAMENTO";20751;8673;29424
"0204040019 RADIOGRAFIA DE ANTEBRACO";6;6;12
"0204040027 RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR";1;-;1
"0204040035 RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL";7;2;9
"0204040051 RADIOGRAFIA DE BRACO";3;3;6
"0204040060 RADIOGRAFIA DE CLAVICULA";4;3;7
"0204040078 RADIOGRAFIA DE COTOVELO";6;1;7
"0204040086 RADIOGRAFIA DE DEDOS DA MAO";4;-;4
"0204040094 RADIOGRAFIA DE MAO";5;4;9
"0204040116 RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES)";3;2;5
"0204040124 RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA)";4;3;7
"0204050014 CLISTER OPACO C/ DUPLO CONTRASTE";1;-;1
"0204050111 RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA)";1;-;1
"0204050120 RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS)";1;2;3
"0204050138 RADIOGRAFIA DE ABDOMEN SIMPLES (AP)";-;1;1
"0204060028 DENSITOMETRIA OSSEA DUO-ENERGETICA DE COLUNA (VERTEBRAS LOMBARES E/OU FEMUR)";3413;1951;5364
"0204060060 RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL";-;2;2
"0204060087 RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA";12;6;18
"0204060095 RADIOGRAFIA DE BACIA";7;2;9
"0204060109 RADIOGRAFIA DE CALCANEO";3;-;3
"0204060117 RADIOGRAFIA DE COXA";1;3;4
"0204060125 RADIOGRAFIA DE JOELHO (AP + LATERAL)";10;4;14
"0204060133 RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL)";10;2;12
"0204060150 RADIOGRAFIA DE PE / DEDOS DO PE";15;3;18
"0204060168 RADIOGRAFIA DE PERNA";4;3;7
"0204060176 RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES";-;1;1
"0205010016 ECOCARDIOGRAFIA DE ESTRESSE";212;113;325
"0205010024 ECOCARDIOGRAFIA TRANSESOFAGICA";77;38;115
"0205010032 ECOCARDIOGRAFIA TRANSTORACICA";12297;5480;17777
"0205010040 ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS";13162;5847;19009
"0205010059 ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO";110;47;157
"0205020011 ECODOPPLER TRANSCRANIANO";44;18;62
"0205020020 PAQUIMETRIA ULTRASSONICA";2602;1236;3838
"0205020038 ULTRASSONOGRAFIA DE ABDOMEN SUPERIOR";4969;2273;7242
"0205020046 ULTRASSONOGRAFIA DE ABDOMEN TOTAL";30792;13258;44050
"0205020054 ULTRASSONOGRAFIA DE APARELHO URINARIO";9697;4076;13773
"0205020062 ULTRASSONOGRAFIA DE ARTICULACAO";2240;923;3163
"0205020070 ULTRASSONOGRAFIA DE BOLSA ESCROTAL";900;357;1257
"0205020089 ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)";227;245;472
"0205020097 ULTRASSONOGRAFIA MAMARIA BILATERAL";28305;11607;39912
"0205020100 ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL";708;349;1057
"0205020119 ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL)";656;356;1012
"0205020127 ULTRASSONOGRAFIA DE TIREOIDE";11221;4677;15898
"0205020135 ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA)";57;35;92
"0205020143 ULTRASSONOGRAFIA OBSTETRICA";7141;3437;10578
"0205020160 ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)";2430;819;3249
"0205020178 ULTRASSONOGRAFIA TRANSFONTANELA";616;230;846
"0205020186 ULTRASSONOGRAFIA TRANSVAGINAL";4065;1444;5509
"0205020194 MARCACAO DE LESAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A ULTRASSONOGRAFIA";13;10;23
"0205020224 ELASTOGRAFIA HEPATICA ULTRASSONICA";231;39;270
"0206010010 TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE";5805;2552;8357
"0206010028 TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE";4724;2216;6940
"0206010036 TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE";1353;656;2009
"0206010044 TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES";4239;2045;6284
"0206010052 TOMOGRAFIA COMPUTADORIZADA DO PESCOCO";1470;686;2156
"0206010060 TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA";154;57;211
"0206010079 TOMOGRAFIA COMPUTADORIZADA DO CRANIO";19605;8994;28599
"0206010095 TOMOGRAFIA POR EMISSAO DE POSITRONS (PET-CT)";68;30;98
"0206020015 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR";1004;557;1561
"0206020023 TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRACO, MAO, COXA, PERNA, PE)";411;220;631
"0206020031 TOMOGRAFIA COMPUTADORIZADA DE TORAX";13905;6847;20752
"0206030010 TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR";16098;7785;23883
"0206030029 TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR";2414;1205;3619
"0206030037 TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR";17835;8179;26014
"0207010013 ANGIORESSONANCIA CEREBRAL";531;257;788
"0207010021 RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL)";221;116;337
"0207010030 RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOCO";2286;1107;3393
"0207010048 RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA";5734;2808;8542
"0207010056 RESSONANCIA MAGNETICA DE COLUNA TORACICA";819;391;1210
"0207010064 RESSONANCIA MAGNETICA DE CRANIO";3727;1677;5404
"0207010072 RESSONANCIA MAGNETICA DE SELA TURCICA";221;61;282
"0207020019 RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE";2;1;3
"0207020027 RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL)";1321;598;1919
"0207020035 RESSONANCIA MAGNETICA DE TORAX";154;74;228
"0207030014 RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR";988;394;1382
"0207030022 RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR";2383;892;3275
"0207030030 RESSONANCIA MAGNETICA DE MEMBRO INFERIOR (UNILATERAL)";3688;1695;5383
"0207030049 RESSONANCIA MAGNETICA DE VIAS BILIARES/COLANGIORRESSONANCIA";244;115;359
"0207030057 RESSONANCIA MAGNETICA MULTIPARAMETRICA DA PROSTATA";43;36;79
"0208010025 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE ESTRESSE (MINIMO 3 PROJECOES)";318;90;408
"0208010033 CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES)";322;86;408
"0208020071 CINTILOGRAFIA P/ ESTUDO DE TRANSITO GASTRICO";1;-;1
"0208020110 CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO";1;-;1
"0208030018 CINTILOGRAFIA DE PARATIREOIDES";25;9;34
"0208030026 CINTILOGRAFIA DE TIREOIDE COM OU SEM CAPTACAO";42;11;53
"0208030042 CINTILOGRAFIA P/ PESQUISA DO CORPO INTEIRO";66;22;88
"0208040056 CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA)";142;36;178
